"llid","state","max_depth_m","mean_depth_m","source","effort","lake_waterarea_ha","lake_connectivity_permanent","lake_lat_decdeg","lake_lon_decdeg","lat","long"
"1055","MN",7.61533737182617,4.06963664624746,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",49.598,"Isolated",46.80365,-93.94422,46.80365,-93.94422
"105556","MN",4.9095253944397,1.1319001936032,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",40.334,"Isolated",46.6537,-96.14727,46.6537,-96.14727
"105580","MN",0.616359770298004,0.0157470985580832,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",27.908,"Isolated",46.60042,-95.72441,46.60042,-95.72441
"105596","MN",8.22199821472168,3.27883198726805,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",78.629,"DrainageLk",48.63111,-95.53327,48.63111,-95.53327
"105605","MN",6.40044069290161,3.66137232128894,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",137.66,"Isolated",47.67299,-92.99158,47.67299,-92.99158
"105615","MN",4.57177686691284,1.91010196287735,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",62.816,"Isolated",47.66925,-93.98775,47.66925,-93.98775
"106","MN",8.82781219482422,3.42030694899076,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",603.729,"Isolated",45.34131,-92.90046,45.34131,-92.90046
"1060","MN",12.1914052963257,4.28602491610749,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",169.27,"DrainageLk",46.56643,-94.25705,46.56643,-94.25705
"1061","MN",32.0839996337891,5.14817840649382,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",367.915,"DrainageLk",45.3785,-92.82197,45.3785,-92.82197
"106260","MN",4.87656211853027,1.60733178469591,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",40.413,"Isolated",45.63187,-94.81031,45.63187,-94.81031
"106329","MN",4.26697063446045,2.59943469601019,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",251.502,"DrainageLk",45.17678,-95.10202,45.17678,-95.10202
"1064","MN",3.38306617736816,2.21600659651969,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",455.185,"DrainageLk",48.17515,-92.48829,48.17515,-92.48829
"1065","MN",11.5347089767456,2.39078433345491,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",57.312,"Headwater",44.93309,-93.67475,44.93309,-93.67475
"106589","MN",5.48210906982422,2.47438552286525,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",485.516,"DrainageLk",46.93076,-95.76229,46.93076,-95.76229
"1067","MN",13.3991918563843,3.95941302803934,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",281.455,"DrainageLk",46.64298,-93.52493,46.64298,-93.52493
"10674","MN",16.7589874267578,6.21734750593865,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",101.765,"Drainage",47.67029,-94.53078,47.67029,-94.53078
"106946","MN",12.1914052963257,4.87591089791619,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",121.141,"DrainageLk",47.5882,-92.3006,47.5882,-92.3006
"1070","MN",2.78651475906372,2.2424635724137,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",1065.994,"Drainage",44.30258,-96.2186,44.30258,-96.2186
"1071","MN",21.9441337585449,6.87696450833043,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",392.068,"Drainage",47.86161,-90.90984,47.86161,-90.90984
"1072","MN",20.3965320587158,6.00760617397339,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",306.644,"DrainageLk",46.90869,-94.30459,46.90869,-94.30459
"107309","MN",7.61962795257568,3.7999349515895,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",39.297,"Headwater",47.04682,-94.9534,47.04682,-94.9534
"107313","MN",14.9192190170288,5.20078127382899,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",104.339,"Isolated",46.41765,-95.53043,46.41765,-95.53043
"107343","MN",16.4568672180176,6.54335982402565,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",36.829,"DrainageLk",47.00562,-94.93182,47.00562,-94.93182
"10759","MN",7.92441320419312,4.18821819128198,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",85.724,"Isolated",45.40355,-95.38949,45.40355,-95.38949
"107648","MN",24.3828105926514,4.85154592718753,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",56.636,"DrainageLk",47.66283,-93.80718,47.66283,-93.80718
"10778","MN",1.81339907646179,1.34981021790087,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",27.219,"Isolated",43.73091,-94.67468,43.73091,-94.67468
"107945","MN",11.2740783691406,3.8453553513028,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",57.917,"Isolated",47.00178,-92.6382,47.00178,-92.6382
"1082","MN",12.1914052963257,4.08522546606553,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",169.099,"DrainageLk",46.58555,-94.32442,46.58555,-94.32442
"108320","MN",18.2871074676514,6.80555148361134,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",33.257,"Isolated",45.69847,-94.71426,45.69847,-94.71426
"108331","MN",10.3406114578247,3.12967322784001,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",77.469,"DrainageLk",47.28999,-93.49584,47.28999,-93.49584
"108335","MN",3.62280964851379,1.15524007410961,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",62.543,"Isolated",46.45585,-94.37085,46.45585,-94.37085
"108338","MN",10.6674795150757,4.24219970455628,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",1439.979,"Drainage",47.49946,-94.6044,47.49946,-94.6044
"1087","MN",7.9218053817749,3.12343152772071,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",168.178,"Isolated",44.25974,-93.52757,44.25974,-93.52757
"10881","MN",4.8473801612854,1.69203286310738,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",15.967,"Drainage",43.67118,-92.95264,43.67118,-92.95264
"1089","MN",8.53345012664795,3.92693428091423,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",70.683,"Drainage",44.83672,-93.3828,44.83672,-93.3828
"1090","MN",8.47887897491455,2.49120950412341,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",211.675,"DrainageLk",45.91929,-95.88107,45.91929,-95.88107
"109001","MN",2.74052000045776,1.59127247312518,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",55.513,"Headwater",46.79028,-92.65417,46.79028,-92.65417
"10902","MN",2.04314613342285,1.53647875577435,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",29.944,"Isolated",43.99734,-95.85835,43.99734,-95.85835
"1094","MN",19.188793182373,5.85715836357759,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",705.782,"DrainageLk",47.58656,-94.73653,47.58656,-94.73653
"109686","MN",9.14355373382568,4.20024772906427,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",183.65,"DrainageLk",47.61221,-93.76334,47.61221,-93.76334
"1100","MN",7.54867649078369,2.84738819096611,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",112.712,"Isolated",44.21803,-93.81574,44.21803,-93.81574
"110339","MN",7.92440748214722,3.60847141298188,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",127.704,"DrainageLk",46.5235,-94.31382,46.5235,-94.31382
"110347","MN",13.7122611999512,5.05796792970018,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",428.305,"DrainageLk",47.21375,-95.18516,47.21375,-95.18516
"1104","MN",3.96051502227783,2.40858831148071,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",105.602,"Isolated",43.90534,-94.66074,43.90534,-94.66074
"110401","MN",16.4542942047119,4.65722745435284,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",148.333,"DrainageLk",47.11816,-95.165,47.11816,-95.165
"11041","MN",6.09570264816284,1.26029308469917,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",42.356,"DrainageLk",47.65342,-93.69108,47.65342,-93.69108
"110678","MN",12.3578262329102,6.36270123628019,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",330.705,"Headwater",47.15109,-95.60356,47.15109,-95.60356
"110696","MN",7.92440128326416,4.39609092491889,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",65.841,"DrainageLk",46.51518,-95.59154,46.51518,-95.59154
"111071","MN",2.43749165534973,1.175574701657,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",22.021,"Headwater",46.40344,-92.43734,46.40344,-92.43734
"1113","MN",46.3270263671875,14.7296093365376,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",97.696,"Isolated",47.52803,-93.63787,47.52803,-93.63787
"111396","MN",7.92426729202271,3.16786977455467,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",43.961,"Isolated",46.84401,-94.37577,46.84401,-94.37577
"111398","MN",16.4581604003906,6.75167143928961,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",169.256,"DrainageLk",46.5268,-94.34476,46.5268,-94.34476
"111404","MN",2.63983678817749,0.189660224648418,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",26.089,"Isolated",47.25748,-95.0498,47.25748,-95.0498
"111491","MN",1.9921783208847,1.12792681632177,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",218.036,"DrainageLk",43.78882,-94.72744,43.78882,-94.72744
"111522","MN",8.83867359161377,5.14899797782653,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",55.963,"Isolated",45.39694,-92.85069,45.39694,-92.85069
"1123","MN",10.0547943115234,3.01150857952061,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",93.103,"Isolated",44.70089,-93.30956,44.70089,-93.30956
"112480","MN",18.5918922424316,6.95242331973896,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",215.362,"DrainageLk",47.04665,-95.10866,47.04665,-95.10866
"112486","MN",12.1914052963257,5.49974918194646,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",102.626,"DrainageLk",46.94412,-94.8294,46.94412,-94.8294
"112493","MN",15.8347606658936,5.98630435980889,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",48.314,"Isolated",45.16197,-94.09291,45.16197,-94.09291
"112836","MN",27.4306621551514,12.9830079564269,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",80.251,"DrainageLk",48.1064,-90.7696,48.1064,-90.7696
"113483","MN",19.8041763305664,8.56592351687245,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",170.165,"Isolated",45.80095,-95.5496,45.80095,-95.5496
"11360","MN",18.2871074676514,4.93745040464577,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",90.013,"DrainageLk",47.2239,-93.03098,47.2239,-93.03098
"1137","MN",9.14355373382568,4.533409111837,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",167.488,"Headwater",47.61487,-91.26654,47.61487,-91.26654
"113774","MN",2.13348698616028,1.04566836928335,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",59.077,"Drainage",47.65096,-91.47981,47.65096,-91.47981
"113778","MN",4.65418148040771,2.16812580990218,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",497.595,"DrainageLk",47.73321,-91.14427,47.73321,-91.14427
"113784","MN",6.09570264816284,3.64966511233272,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",102.296,"Headwater",47.61054,-93.60928,47.61054,-93.60928
"1139","MN",8.89481449127197,2.54209490491591,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",72.44,"DrainageLk",44.95383,-93.49356,44.95383,-93.49356
"114076","MN",9.14355373382568,2.43864458211109,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",170.23,"Headwater",47.09129,-92.53834,47.09129,-92.53834
"114080","MN",1.8231508731842,0.550191944140692,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",177.54,"Drainage",47.46139,-91.86837,47.46139,-91.86837
"114107","MN",7.61962795257568,3.0220167226326,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",65.818,"DrainageLk",47.20807,-92.24164,47.20807,-92.24164
"1142","MN",18.5918922424316,4.94102297901602,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",865.168,"DrainageLk",45.77569,-94.92571,45.77569,-94.92571
"1144","MN",18.2871074676514,8.22064992843469,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",153.273,"Headwater",46.87165,-94.34027,46.87165,-94.34027
"114485","MN",7.92441034317017,4.34126498040661,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",91.545,"Isolated",46.11592,-94.70802,46.11592,-94.70802
"114491","MN",7.74804639816284,3.31757501138609,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",118.929,"DrainageLk",45.85801,-94.98425,45.85801,-94.98425
"1147","MN",7.16225528717041,3.71539405639469,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",120.144,"Isolated",45.17304,-93.74326,45.17304,-93.74326
"1154","MN",63.3585472106934,15.8008275226515,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",2033.346,"DrainageLk",46.97072,-94.57774,46.97072,-94.57774
"1155","MN",19.809061050415,7.03080515556596,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",28.548,"DrainageLk",46.86677,-94.7478,46.86677,-94.7478
"115506","MN",7.00987720489502,4.13627418226864,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",15.578,"Isolated",46.22051,-94.59919,46.22051,-94.59919
"115574","MN",3.29233264923096,1.02613001697538,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",65.739,"DrainageLk",47.31106,-94.55719,47.31106,-94.55719
"115872","MN",15.5185127258301,4.56463037328051,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",140.86,"DrainageLk",46.3276,-95.66051,46.3276,-95.66051
"116233","MN",17.6594142913818,5.99272420888012,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",70.705,"DrainageLk",46.85637,-92.41596,46.85637,-92.41596
"116563","MN",17.3206310272217,5.33291177494057,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",112.365,"DrainageLk",46.85372,-94.31412,46.85372,-94.31412
"116577","MN",15.9817790985107,3.74726896567673,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",81.412,"Isolated",46.54424,-94.14788,46.54424,-94.14788
"1166","MN",12.1914052963257,6.02755133896251,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",48.513,"Headwater",45.15868,-94.43901,45.15868,-94.43901
"116627","MN",8.10728454589844,3.41289977803366,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",17.146,"Isolated",45.26524,-94.01171,45.26524,-94.01171
"116877","MN",4.51933193206787,2.12194326946162,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",501.84,"DrainageLk",47.69363,-95.52612,47.69363,-95.52612
"11689","MN",10.3607978820801,4.01130078237937,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",32.73,"Isolated",46.35047,-94.85271,46.35047,-94.85271
"1171","MN",10.3618106842041,5.82330615745889,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",262.956,"Isolated",45.43673,-94.337,45.43673,-94.337
"11730","MN",10.3603992462158,5.19520937791317,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",161.077,"DrainageLk",46.73818,-93.91649,46.73818,-93.91649
"117575","MN",9.64011573791504,1.87385781550091,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",67.864,"Isolated",47.05621,-94.8269,47.05621,-94.8269
"1176","MN",19.2013359069824,6.92350725153504,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",56.301,"Isolated",46.13255,-93.88022,46.13255,-93.88022
"117610","MN",19.2004928588867,6.21734126150153,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",263.362,"DrainageLk",45.89931,-95.32744,45.89931,-95.32744
"117632","MN",6.39968872070312,3.54331399106889,"https://gisdata.mn.gov/dataset/water-lake-bathymetry","bathymetry",129.338,"Headwater",46.13825,-94.68027,46.13825,-94.68027
